address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,source_text
Nygårdsvägen 35,Radhus,Lexby,Partille,no,Slutpris,2023-08-23,2023,8,3250000,,,,119.0,,5.0,,27300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Slutpris Nygårdsvägen 35 Radhus · Lexby · Partille 3 250 000 kr 119 m² 5 rum 27 300 kr/m² Uteplats 2023-08-23
Lindbackevägen 5,Villa,Partille kommun,Partille,no,Lagfart,2023-08-21,2023,8,10100000,10348000.0,-248000.0,-2.4,300.0,40.0,,904.0,33700.0,-2.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Lindbackevägen 5 Villa · Partille kommun · Partille 10 100 000 kr 300 + 40 m² 904 m² tomt 33 700 kr/m² 2023-08-21 -2,4%"
Gibsons väg 33,Villa,Sävedalen,Partille,yes,Lagfart,2023-04-24,2023,4,8300000,8469000.0,-169000.0,-2.0,171.0,90.0,7.0,664.0,48500.0,-2.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Gibsons väg 33 Villa · Sävedalen · Partille 8 300 000 kr 171 + 90 m² 7 rum 664 m² tomt 48 500 kr/m² 2023-04-24 -2%
Storegården 127,Parhus,Öjersjö,Partille,no,Lagfart,2023-06-15,2023,6,4020000,5147000.0,-1127000.0,-21.9,104.0,,4.0,233.0,38700.0,-21.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Storegården 127 Parhus · Öjersjö · Partille 4 020 000 kr 104 m² 4 rum 233 m² tomt 38 700 kr/m² Uteplats 2023-06-15 -21,9%"
Ålfiskevägen 8A,Villa,Skulltorp,Partille,no,Lagfart,2023-06-16,2023,6,4100000,3755000.0,345000.0,9.2,123.0,50.0,7.0,940.0,33300.0,9.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Ålfiskevägen 8A Villa · Skulltorp · Partille 4 100 000 kr 123 + 50 m² 7 rum 940 m² tomt 33 300 kr/m² Eldstad Uteplats 2023-06-16 +9,2%"
Brattåskärrsvägen 63,Villa,Ugglum,Partille,no,Lagfart,2023-04-05,2023,4,7100000,7497000.0,-397000.0,-5.3,151.0,30.0,,870.0,47000.0,-5.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Brattåskärrsvägen 63 Villa · Ugglum · Partille 7 100 000 kr 151 + 30 m² 870 m² tomt 47 000 kr/m² Balkong 2023-04-05 -5,3%"
Helgas väg 12F,Radhus,Öjersjö,Partille,no,Slutpris,2023-08-11,2023,8,7100000,,,,121.0,6.0,5.0,336.0,58700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Slutpris Helgas väg 12F Radhus · Öjersjö · Partille 7 100 000 kr 121 + 6 m² 5 rum 336 m² tomt 58 700 kr/m² 2023-08-11
Korsängen 14,Radhus,Sävedalen,Partille,yes,Slutpris,2023-08-11,2023,8,5550000,,,,132.0,50.0,5.0,152.0,42000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Slutpris Korsängen 14 Radhus · Sävedalen · Partille 5 550 000 kr 132 + 50 m² 5 rum 152 m² tomt 42 000 kr/m² Uteplats 2023-08-11
Gåvovägen 16,Parhus,Skulltorp,Partille,no,Slutpris,2023-08-09,2023,8,4155000,,,,107.7,,4.0,,38600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Slutpris Gåvovägen 16 Parhus · Skulltorp · Partille 4 155 000 kr 107,7 m² 4 rum 38 600 kr/m² Balkong Uteplats 2023-08-09"
Maderna 8,Villa,Partille kommun,Partille,no,Lagfart,2023-08-08,2023,8,5250000,5597000.0,-347000.0,-6.2,78.0,,,1175.0,67300.0,-6.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Maderna 8 Villa · Partille kommun · Partille 5 250 000 kr 78 m² 1 175 m² tomt 67 300 kr/m² 2023-08-08 -6,2%"
Carlsteins väg 2,Villa,Finngösa,Partille,no,Lagfart,2023-06-14,2023,6,6100000,6250000.0,-150000.0,-2.4,137.0,23.0,6.0,593.0,44500.0,-2.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Carlsteins väg 2 Villa · Finngösa · Partille 6 100 000 kr 137 + 23 m² 6 rum 593 m² tomt 44 500 kr/m² Uteplats 2023-06-14 -2,4%"
Växthusgränd 8,Radhus,Sävedalen,Partille,yes,Lagfart,2023-05-05,2023,5,5850000,5652000.0,198000.0,3.5,142.0,,5.0,208.0,41200.0,3.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Växthusgränd 8 Radhus · Sävedalen · Partille 5 850 000 kr 142 m² 5 rum 208 m² tomt 41 200 kr/m² Uteplats 2023-05-05 +3,5%"
Storegården 31,Villa,Öjersjö,Partille,no,Lagfart,2023-05-11,2023,5,5125000,,,,118.0,5.0,6.0,230.0,43400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Storegården 31 Villa · Öjersjö · Partille 5 125 000 kr 118 + 5 m² 6 rum 230 m² tomt 43 400 kr/m² 2023-05-11
Linvägen 8,Villa,Övre Kåbäcken,Partille,no,Lagfart,2023-07-04,2023,7,3800000,,,,103.0,2.0,5.0,514.0,36900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Linvägen 8 Villa · Övre Kåbäcken · Partille 3 800 000 kr 103 + 2 m² 5 rum 514 m² tomt 36 900 kr/m² Uteplats 2023-07-04
Solrosvägen 2B,Villa,Partille kommun,Partille,no,Lagfart,2023-08-01,2023,8,5750000,,,,110.0,75.0,5.0,926.0,52300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Solrosvägen 2B Villa · Partille kommun · Partille 5 750 000 kr 110 + 75 m² 5 rum 926 m² tomt 52 300 kr/m² 2023-08-01
Torsvägen 29,Villa,Sävedalen,Partille,yes,Lagfart,2023-04-14,2023,4,6175000,6225000.0,-50000.0,-0.8,85.0,60.0,5.0,734.0,72600.0,-0.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Torsvägen 29 Villa · Sävedalen · Partille 6 175 000 kr 85 + 60 m² 5 rum 734 m² tomt 72 600 kr/m² Uteplats 2023-04-14 -0,8%"
Stora Pukevägen 15,Villa,Sävedalen,Partille,yes,Lagfart,2023-04-20,2023,4,6200000,6935000.0,-735000.0,-10.6,104.0,102.0,6.0,681.0,59600.0,-10.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Stora Pukevägen 15 Villa · Sävedalen · Partille 6 200 000 kr 104 + 102 m² 6 rum 681 m² tomt 59 600 kr/m² Eldstad Uteplats 2023-04-20 -10,6%"
Mantalsvägen 16,Radhus,Furuskog,Partille,no,Lagfart,2023-05-23,2023,5,3800000,4640000.0,-840000.0,-18.1,129.0,30.0,5.0,171.0,29500.0,-18.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Mantalsvägen 16 Radhus · Furuskog · Partille 3 800 000 kr 129 + 30 m² 5 rum 171 m² tomt 29 500 kr/m² Uteplats 2023-05-23 -18,1%"
Korsängen 65,Radhus,Sävedalen,Partille,yes,Lagfart,2023-06-15,2023,6,4500000,,,,117.0,30.0,5.0,139.0,38500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Korsängen 65 Radhus · Sävedalen · Partille 4 500 000 kr 117 + 30 m² 5 rum 139 m² tomt 38 500 kr/m² 2023-06-15
Mimersvägen 21,Villa,Partille kommun,Partille,no,Lagfart,2023-07-20,2023,7,4970000,4510000.0,460000.0,10.2,87.0,43.0,,887.0,57100.0,10.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Lagfart Mimersvägen 21 Villa · Partille kommun · Partille 4 970 000 kr 87 + 43 m² 887 m² tomt 57 100 kr/m² 2023-07-20 +10,2%"
Gökskullavägen 7,Villa,Öjersjö,Partille,no,Lagfart,2023-04-06,2023,4,5400000,,,,100.0,,5.0,263.0,54000.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,Lagfart Gökskullavägen 7 Villa · Öjersjö · Partille 5 400 000 kr 100 m² 5 rum 263 m² tomt 54 000 kr/m² Eldstad Uteplats 2023-04-06
Bergsvägen 25,Villa,Sävedalen,Partille,yes,Slutpris,2023-04-19,2023,4,10000000,8251000.0,1749000.0,21.2,200.0,60.0,7.0,1104.0,54000.0,21.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=25,"Gå till innehåll Gå till sök Sök bostad Värdera Hitta mäklare Mäklarmatchning Sök mäklare Mäklarbyråer Sälja bostad på Booli Skaffa kunskap Till salu 58 Slutpris 5 268 Nyproduktion 4 Partille kommun 0 sökförslag visas. Sökfilter 2 Visa karta Slutpriser för hus i Partille kommun Säljdatum -9,1% Lagfart Bergsvägen 25 Villa · Sävedalen · Partille 10 000 000 kr 200 + 60 m² 7 rum 1 104 m² tomt 50 000 kr/m² Uteplats 2023-04-19 +21,2% Lagfart Brattåskärrsvägen 23 Villa · Sävedalen · Partille 6 000 000 kr 162 + 8 m² 5 rum 1 198 m² tomt 37 000 kr/m² 2023-07-07 — Lagfart Tvistevägen 5 Villa · Sävedalen · Partille 6 500 000 kr 103 + 45 m² 4 rum 984 m² tomt 63 100 kr/m² Uteplats 2023-05-08 +4,5% Lagfart Udassons väg 16 Villa · Mellby · Partille 3 450 000 kr 118 + 33 m² 5 rum 184 m² tomt 29 200 kr/m² Uteplats 2023-05-10 -1,8% Lagfart Rådjursstigen 3 Villa · Öjersjö · Partille 8 000 000 kr 155 m² 6 rum 1 149 m² tomt 51 600 kr/m² 2023-05-22 +/-0% Lagfart Sjätte Villavägen 9 Villa · Sävedalen · Partille 5 885 000 kr 80 + 75 m² 6 rum 662 m² tomt 73 600 kr/m² Uteplats 2023-04-30 — Lagfart Nedre Källvägen 14A Kedjehus · Sävedalen · Partille 7 100 000 kr 150 m² 6 rum 459 m² tomt 47 300 kr/m² Uteplats 2023-04-17 — Lagfart Skuleberget 18 Villa · Partille-Partille · Partille 5 050 000 kr 151 + 20 m² 5 rum 216 m² tomt 33 400 kr/m² Balkong Eldstad 2023-03-17 — Lagfart Gökegårdsvägen 1 Villa · Partille kommun · Partille 8 400 000 kr 127 m² 2 099 m² tomt 66 100 kr/m² 2023-09-01 — Lagfart Storegården 95 Kedjehus · Partille kommun · Partille 5 000 000 kr 98 + 14 m² 221 m² tomt 51 000 kr/m² 2023-09-01 — Lagfart Skymningsbacken 9 Villa · Finngösa · Partille 7 850 000 kr 153 + 70 m² 8 rum 924 m² tomt 51 300 kr/m² Eldstad 2023-04-25 -4,4% Lagfart Fjällvindsvägen 30 Villa · Furulund · Partille 6 500 000 kr 133 m² 5 rum 524 m² tomt 48 900 kr/m² 2023-03-24 -3,7% Lagfart Kåsjövägen 29 Villa · Öjersjö · Partille 6 740 000 kr 144 + 8 m² 6 rum 800 m² tomt 46 800 kr/m² Eldstad 2023-05-19 — Lagfart Goalovsvägen 4 Villa · Övre Kåbäcken · Partille 5 300 000 kr 99 + 28 m² 4 rum 430 m² tomt 53 500 kr/m² Eldstad Uteplats 2023-03-02 +1,9% Slutpris Nygårdsvägen 35 Radhus · Lexby · Partille 3 250 000 kr 119 m² 5 rum 27 300 kr/m² Uteplats 2023-08-23 — Lagfart Lindbackevägen 5 Villa · Partille kommun · Partille 10 100 000 kr 300 + 40 m² 904 m² tomt 33 700 kr/m² 2023-08-21 -2,4% Lagfart Gibsons väg 33 Villa · Sävedalen · Partille 8 300 000 kr 171 + 90 m² 7 rum 664 m² tomt 48 500 kr/m² 2023-04-24 -2% Lagfart Storegården 127 Parhus · Öjersjö · Partille 4 020 000 kr 104 m² 4 rum 233 m² tomt 38 700 kr/m² Uteplats 2023-06-15 -21,9% Lagfart Ålfiskevägen 8A Villa · Skulltorp · Partille 4 100 000 kr 123 + 50 m² 7 rum 940 m² tomt 33 300 kr/m² Eldstad Uteplats 2023-06-16 +9,2% Lagfart Brattåskärrsvägen 63 Villa · Ugglum · Partille 7 100 000 kr 151 + 30 m² 870 m² tomt 47 000 kr/m² Balkong 2023-04-05 -5,3% Slutpris Helgas väg 12F Radhus · Öjersjö · Partille 7 100 000 kr 121 + 6 m² 5 rum 336 m² tomt 58 700 kr/m² 2023-08-11 Går du i säljtankar? Med vår matchningstjänst kan du gratis hitta en mäklare som är expert på just ditt område och din bostad. — Slutpris Korsängen 14 Radhus · Sävedalen · Partille 5 550 000 kr 132 + 50 m² 5 rum 152 m² tomt 42 000 kr/m² Uteplats 2023-08-11 — Slutpris Gåvovägen 16 Parhus · Skulltorp · Partille 4 155 000 kr 107,7 m² 4 rum 38 600 kr/m² Balkong Uteplats 2023-08-09 — Lagfart Maderna 8 Villa · Partille kommun · Partille 5 250 000 kr 78 m² 1 175 m² tomt 67 300 kr/m² 2023-08-08 -6,2% Lagfart Carlsteins väg 2 Villa · Finngösa · Partille 6 100 000 kr 137 + 23 m² 6 rum 593 m² tomt 44 500 kr/m² Uteplats 2023-06-14 -2,4% Lagfart Växthusgränd 8 Radhus · Sävedalen · Partille 5 850 000 kr 142 m² 5 rum 208 m² tomt 41 200 kr/m² Uteplats 2023-05-05 +3,5% Lagfart Storegården 31 Villa · Öjersjö · Partille 5 125 000 kr 118 + 5 m² 6 rum 230 m² tomt 43 400 kr/m² 2023-05-11 — Lagfart Linvägen 8 Villa · Övre Kåbäcken · Partille 3 800 000 kr 103 + 2 m² 5 rum 514 m² tomt 36 900 kr/m² Uteplats 2023-07-04 — Lagfart Solrosvägen 2B Villa · Partille kommun · Partille 5 750 000 kr 110 + 75 m² 5 rum 926 m² tomt 52 300 kr/m² 2023-08-01 — Lagfart Torsvägen 29 Villa · Sävedalen · Partille 6 175 000 kr 85 + 60 m² 5 rum 734 m² tomt 72 600 kr/m² Uteplats 2023-04-14 -0,8% Lagfart Stora Pukevägen 15 Villa · Sävedalen · Partille 6 200 000 kr 104 + 102 m² 6 rum 681 m² tomt 59 600 kr/m² Eldstad Uteplats 2023-04-20 -10,6% Lagfart Mantalsvägen 16 Radhus · Furuskog · Partille 3 800 000 kr 129 + 30 m² 5 rum 171 m² tomt 29 500 kr/m² Uteplats 2023-05-23 -18,1% Lagfart Korsängen 65 Radhus · Sävedalen · Partille 4 500 000 kr 117 + 30 m² 5 rum 139 m² tomt 38 500 kr/m² 2023-06-15 — Lagfart Mimersvägen 21 Villa · Partille kommun · Partille 4 970 000 kr 87 + 43 m² 887 m² tomt 57 100 kr/m² 2023-07-20 +10,2% Lagfart Gökskullavägen 7 Villa · Öjersjö · Partille 5 400 000 kr 100 m² 5 rum 263 m² tomt 54 000 kr/m² Eldstad Uteplats 2023-04-06 Cecilia, produktägare Vad tycker du om vår karta? 5 268 slutpriser för bostäder. Läs mer om Partille Slutpris för villor, kedjehus, parhus och radhus i Partille Partille kommun är ett område i Västra Götalands län. De senaste två månaderna har det kommit in 104 slutpriser/lagfarter för villor, kedjehus, parhus och radhus i Partille kommun till Booli. Informationen bygger på lagfarter från Lantmäteriet, mäklarrapporterade slutpriser och sista bud. Mer information om vad slutpriser är finns här . I Partille kommun är snittutropspriset 3 837 900 kr . Det tar 37 dagar i genomsnitt att sälja en bostad och 40 säljare har valt att sänka sitt utropspris i Partille kommun. Du kan även söka på slutpriser för bostäder i Partille kommun eller slutpriser för lägenheter i Partille kommun . Hitta fler slutpriser för villor, kedjehus, parhus och radhus i Orust , slutpriser för villor, kedjehus, parhus och radhus i Sotenäs , slutpriser för villor, kedjehus, parhus och radhus i Stenungsund och slutpriser för villor, kedjehus, parhus och radhus i Härryda . Visar sida 25 av 151 23 24 25 26 27 Föregående sida Nästa sida Mäklare i området Annons Nyproduktion till salu Annons Planerad nyproduktion Tjänster Bostadssök Bostadsvärdering Kunskap Räntekartan Booli Pro Bannerannonsering För mäklare Sälja bostad Mäklare i Stockholm Mäklare i Göteborg Mäklare i Malmö Alla mäklarbyråer Alla mäklare Mäklararvoden Mäklarmatchning Om oss Om Booli Press Jobba här Kontakt Vanliga frågor Integritet Användarvillkor Integritetspolicy Om GDPR Cookies Cookieinställningar Ladda ned Google Play App Store Booli är en bostadssajt och en mäklarguide där du hittar Sveriges största samlade utbud av bostäder till salu, slutpriser och värderar din bostad. Vi är en del av SBAB:s trygga och enkla tjänster för bolån och boendeekonomi. Ansvarig utgivare: Sebastian Wickert. © 2026 Booli Search Technologies AB."
Kyrkvaktarvägen 11,Villa,Furuskog,Partille,no,Lagfart,2023-02-13,2023,2,6650000,6934000.0,-284000.0,-4.1,121.0,123.0,8.0,1282.0,55000.0,-4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Kyrkvaktarvägen 11 Villa · Furuskog · Partille 6 650 000 kr 121 + 123 m² 8 rum 1 282 m² tomt 55 000 kr/m² Uteplats 2023-02-13 -4,1%"
Hossabergsvägen 65A,Parhus,Öjersjö,Partille,no,Slutpris,2023-07-13,2023,7,4700000,,,,92.0,,4.0,,51100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,Slutpris Hossabergsvägen 65A Parhus · Öjersjö · Partille 4 700 000 kr 92 m² 4 rum 51 100 kr/m² Uteplats 2023-07-13
Knektevägen 53,Kedjehus,Södra Sävedalen,Partille,yes,Lagfart,2023-05-19,2023,5,5530000,5870000.0,-340000.0,-5.8,163.0,2.0,6.0,205.0,33900.0,-5.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Knektevägen 53 Kedjehus · Södra Sävedalen · Partille 5 530 000 kr 163 + 2 m² 6 rum 205 m² tomt 33 900 kr/m² Uteplats 2023-05-19 -5,8%"
Enetångsvägen 22,Villa,Kåhög,Partille,no,Lagfart,2023-05-15,2023,5,4850000,4597000.0,253000.0,5.5,90.0,90.0,5.0,692.0,53900.0,5.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Enetångsvägen 22 Villa · Kåhög · Partille 4 850 000 kr 90 + 90 m² 5 rum 692 m² tomt 53 900 kr/m² Uteplats 2023-05-15 +5,5%"
Brasebacken 2,Radhus,Öjersjö,Partille,no,Slutpris,2023-07-11,2023,7,5800000,5540000.0,260000.0,4.7,130.0,10.0,5.0,352.0,44600.0,4.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Slutpris Brasebacken 2 Radhus · Öjersjö · Partille 5 800 000 kr 130 + 10 m² 5 rum 352 m² tomt 44 600 kr/m² Uteplats 2023-07-11 +4,7%"
Stensvägen 11,Villa,Sävedalen,Partille,yes,Slutpris,2023-07-10,2023,7,8900000,10337000.0,-1437000.0,-13.9,124.0,62.0,5.0,,71800.0,-13.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Slutpris Stensvägen 11 Villa · Sävedalen · Partille 8 900 000 kr 124 + 62 m² 5 rum 71 800 kr/m² Eldstad Uteplats 2023-07-10 -13,9%"
Övre Furuskogsvägen 12,Villa,Furuskog,Partille,no,Lagfart,2023-05-27,2023,5,6450000,6913000.0,-463000.0,-6.7,214.0,7.0,9.0,826.0,30100.0,-6.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Övre Furuskogsvägen 12 Villa · Furuskog · Partille 6 450 000 kr 214 + 7 m² 9 rum 826 m² tomt 30 100 kr/m² Eldstad Uteplats 2023-05-27 -6,7%"
Jennyhillsvägen 4,Radhus,Mellby,Partille,no,Lagfart,2023-03-07,2023,3,4195000,,,,121.0,2.0,6.0,152.0,34700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,Lagfart Jennyhillsvägen 4 Radhus · Mellby · Partille 4 195 000 kr 121 + 2 m² 6 rum 152 m² tomt 34 700 kr/m² Uteplats 2023-03-07
Lilla Trädgårdsvägen 4,Villa,Partille kommun,Partille,no,Lagfart,2023-07-04,2023,7,5500000,6300000.0,-800000.0,-12.7,126.0,,,853.0,43700.0,-12.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Lilla Trädgårdsvägen 4 Villa · Partille kommun · Partille 5 500 000 kr 126 m² 853 m² tomt 43 700 kr/m² 2023-07-04 -12,7%"
Lilla Trädgårdsvägen 1,Villa,Sävedalen,Partille,yes,Lagfart,2023-02-20,2023,2,7420000,6980000.0,440000.0,6.3,170.0,20.0,6.0,765.0,43600.0,6.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Lilla Trädgårdsvägen 1 Villa · Sävedalen · Partille 7 420 000 kr 170 + 20 m² 6 rum 765 m² tomt 43 600 kr/m² 2023-02-20 +6,3%"
Solbacken 11,Villa,Öjersjö,Partille,no,Lagfart,2023-05-22,2023,5,8500000,8374000.0,126000.0,1.5,145.0,,5.0,1023.0,58600.0,1.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Solbacken 11 Villa · Öjersjö · Partille 8 500 000 kr 145 m² 5 rum 1 023 m² tomt 58 600 kr/m² Uteplats 2023-05-22 +1,5%"
Smedjegårdsvägen 21E,Radhus,Lexby,Partille,no,Lagfart,2023-02-25,2023,2,3650000,4289000.0,-639000.0,-14.9,87.0,43.0,5.0,76.0,42000.0,-14.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Smedjegårdsvägen 21E Radhus · Lexby · Partille 3 650 000 kr 87 + 43 m² 5 rum 76 m² tomt 42 000 kr/m² Balkong Uteplats 2023-02-25 -14,9%"
Korsängen 54,Radhus,Sävedalen,Partille,yes,Lagfart,2023-04-04,2023,4,4250000,,,,101.0,38.0,5.0,134.0,42100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,Lagfart Korsängen 54 Radhus · Sävedalen · Partille 4 250 000 kr 101 + 38 m² 5 rum 134 m² tomt 42 100 kr/m² Uteplats 2023-04-04
Byamansvägen 1,Villa,Partille kommun,Partille,no,Lagfart,2023-06-28,2023,6,4720000,4792000.0,-72000.0,-1.5,105.0,105.0,,1594.0,45000.0,-1.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Byamansvägen 1 Villa · Partille kommun · Partille 4 720 000 kr 105 + 105 m² 1 594 m² tomt 45 000 kr/m² 2023-06-28 -1,5%"
Mittstenen 13,Villa,Öjersjö,Partille,no,Lagfart,2023-04-21,2023,4,8400000,8946000.0,-546000.0,-6.1,136.0,41.0,7.0,809.0,61800.0,-6.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Mittstenen 13 Villa · Öjersjö · Partille 8 400 000 kr 136 + 41 m² 7 rum 809 m² tomt 61 800 kr/m² Eldstad Uteplats 2023-04-21 -6,1%"
Kullegärdet 80,Radhus,Sävedalen,Partille,yes,Lagfart,2023-03-17,2023,3,4930000,5179000.0,-249000.0,-4.8,114.0,,4.0,222.0,43200.0,-4.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Kullegärdet 80 Radhus · Sävedalen · Partille 4 930 000 kr 114 m² 4 rum 222 m² tomt 43 200 kr/m² Uteplats 2023-03-17 -4,8%"
Långekärrsvägen 25,Villa,Öjersjö,Partille,no,Lagfart,2023-01-27,2023,1,6900000,7128000.0,-228000.0,-3.2,137.0,,5.0,251.0,50400.0,-3.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Långekärrsvägen 25 Villa · Öjersjö · Partille 6 900 000 kr 137 m² 5 rum 251 m² tomt 50 400 kr/m² 2023-01-27 -3,2%"
Hytterkullen 40,Parhus,Öjersjö,Partille,no,Lagfart,2023-04-05,2023,4,3050000,2680000.0,370000.0,13.8,75.0,,3.0,189.0,40700.0,13.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Hytterkullen 40 Parhus · Öjersjö · Partille 3 050 000 kr 75 m² 3 rum 189 m² tomt 40 700 kr/m² Uteplats 2023-04-05 +13,8%"
Gullringsvägen 16B,Villa,Sävedalen,Partille,yes,Lagfart,2023-02-24,2023,2,7400000,7400000.0,0.0,0.0,109.0,55.0,6.0,1008.0,67900.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,Lagfart Gullringsvägen 16B Villa · Sävedalen · Partille 7 400 000 kr 109 + 55 m² 6 rum 1 008 m² tomt 67 900 kr/m² 2023-02-24 +/-0%
Brattåskärrsvägen 62E,Radhus,Sävedalen,Partille,yes,Lagfart,2023-02-09,2023,2,4650000,4829000.0,-179000.0,-3.7,105.0,6.0,5.0,205.0,44300.0,-3.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,"Lagfart Brattåskärrsvägen 62E Radhus · Sävedalen · Partille 4 650 000 kr 105 + 6 m² 5 rum 205 m² tomt 44 300 kr/m² Uteplats 2023-02-09 -3,7%"
Hossabergsvägen 57B,Parhus,Öjersjö,Partille,no,Sista bud,2023-06-21,2023,6,4910000,,,,92.0,,4.0,,53400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=26,Sista bud Hossabergsvägen 57B Parhus · Öjersjö · Partille 4 910 000 kr 92 m² 4 rum 53 400 kr/m² Uteplats 2023-06-21
